sale_id,sale_date,customer_id,product_id,quantity_kg,selling_price_per_kg,cost_price_per_kg,amount_paid,total_amount,profit,outstanding
307,2025-08-29,16,1,1830.4,4.49,3.04,3397.54,8218.5,2654.08,4820.96
308,2025-08-29,18,1,200.0,4.77,3.07,733.95,954.0,340.0,220.05
309,2025-08-30,4,6,2335.6,0.47,0.21,1096.74,1097.73,607.26,0.99
310,2025-08-30,21,6,2786.8,0.44,0.2,1093.15,1226.19,668.83,133.04
311,2025-08-30,16,1,2808.1,4.58,3.01,6783.31,12861.1,4408.72,6077.79
312,2025-08-31,13,5,3693.8,1.19,0.69,3653.41,4395.62,1846.9,742.21
313,2025-08-31,15,4,2885.7,2.26,1.62,5673.46,6521.68,1846.85,848.22
314,2025-08-31,21,1,3528.4,4.64,3.13,16381.04,16371.78,5327.88,-9.26
315,2025-08-31,5,2,200.0,4.02,2.67,803.44,804.0,270.0,0.56
316,2025-09-01,1,1,3084.7,4.7,3.02,12012.63,14498.09,5182.3,2485.46
317,2025-09-01,18,1,4990.6,4.66,3.01,20822.4,23256.2,8234.49,2433.8
318,2025-09-01,1,6,3136.0,0.46,0.2,1099.93,1442.56,815.36,342.63
319,2025-09-01,7,1,1875.5,4.56,3.03,7856.53,8552.28,2869.51,695.75
320,2025-09-02,14,2,1044.8,3.95,2.63,4099.75,4126.96,1379.14,27.21
321,2025-09-02,11,4,1840.5,2.42,1.64,2929.43,4454.01,1435.59,1524.58
322,2025-09-02,2,1,3958.9,4.81,3.11,12592.23,19042.31,6730.13,6450.08
323,2025-09-02,10,5,1793.0,1.19,0.71,1380.38,2133.67,860.64,753.29
324,2025-09-03,18,3,2055.8,3.61,2.49,6733.19,7421.44,2302.5,688.25
325,2025-09-03,23,4,7262.5,2.31,1.63,14259.86,16776.38,4938.5,2516.52
326,2025-09-04,15,3,4577.9,3.58,2.49,11880.39,16388.88,4989.91,4508.49
327,2025-09-04,16,4,3375.3,2.33,1.63,4780.88,7864.45,2362.71,3083.57
328,2025-09-04,14,5,5220.4,1.26,0.72,3983.13,6577.7,2819.02,2594.57
329,2025-09-05,5,5,5698.8,1.18,0.71,6709.04,6724.58,2678.44,15.54
330,2025-09-05,11,5,4175.7,1.25,0.7,2403.56,5219.62,2296.64,2816.06
331,2025-09-05,24,4,2948.5,2.36,1.56,5472.07,6958.46,2358.8,1486.39
332,2025-09-05,11,5,3083.6,1.24,0.69,2772.3,3823.66,1695.98,1051.36
333,2025-09-05,4,3,2746.9,3.63,2.5,9969.97,9971.25,3104.0,1.28
334,2025-09-05,22,3,5563.4,3.61,2.53,12769.34,20083.87,6008.47,7314.53
335,2025-09-06,24,5,4534.4,1.19,0.69,5197.89,5395.94,2267.2,198.05
336,2025-09-06,15,4,3281.7,2.41,1.6,4254.78,7908.9,2658.18,3654.12
337,2025-09-06,14,2,1120.6,3.9,2.67,2064.86,4370.34,1378.34,2305.48
338,2025-09-06,3,6,3179.3,0.44,0.2,686.48,1398.89,763.03,712.41
339,2025-09-07,10,3,1573.3,3.48,2.57,2597.11,5475.08,1431.7,2877.97
340,2025-09-07,15,1,3851.5,4.63,3.02,14776.61,17832.44,6200.92,3055.83
341,2025-09-07,1,1,4658.5,4.6,3.02,17090.9,21429.1,7360.43,4338.2
342,2025-09-07,22,5,888.8,1.22,0.68,731.99,1084.34,479.95,352.35
343,2025-09-08,20,3,2452.7,3.55,2.51,8596.9,8707.08,2550.81,110.18
344,2025-09-08,14,1,4752.2,4.59,3.18,13984.15,21812.6,6700.6,7828.45
345,2025-09-08,3,4,5454.4,2.32,1.57,6840.29,12654.21,4090.8,5813.92
346,2025-09-08,1,2,6972.2,4.01,2.69,22500.14,27958.52,9203.3,5458.38
347,2025-09-08,25,6,4397.4,0.47,0.2,2065.05,2066.78,1187.3,1.73
348,2025-09-08,14,6,3133.1,0.47,0.2,715.73,1472.56,845.94,756.83
349,2025-09-09,2,6,5110.0,0.44,0.2,1857.81,2248.4,1226.4,390.59
350,2025-09-09,11,6,4553.5,0.46,0.2,1232.34,2094.61,1183.91,862.27
351,2025-09-09,3,5,4584.5,1.17,0.68,4443.48,5363.86,2246.4,920.38
352,2025-09-09,22,3,2273.0,3.52,2.46,5137.26,8000.96,2409.38,2863.7
353,2025-09-09,3,4,5149.8,2.4,1.6,7750.78,12359.52,4119.84,4608.74
354,2025-09-10,18,6,4762.2,0.44,0.2,1550.57,2095.37,1142.93,544.8
355,2025-09-10,5,1,4451.0,4.52,3.02,18836.8,20118.52,6676.5,1281.72
356,2025-09-10,7,5,5116.2,1.15,0.69,3961.1,5883.63,2353.45,1922.53
357,2025-09-10,3,4,5259.5,2.31,1.61,9096.52,12149.44,3681.65,3052.92
358,2025-09-10,21,1,4112.7,4.52,3.09,16190.8,18589.4,5881.16,2398.6
359,2025-09-11,24,1,1992.9,4.85,3.18,9323.02,9665.56,3328.14,342.54
360,2025-09-12,23,1,5082.6,4.63,3.18,14376.81,23532.44,7369.77,9155.63
361,2025-09-12,18,1,6431.6,4.58,3.02,29483.32,29456.73,10033.3,-26.59
362,2025-09-13,15,4,3297.5,2.34,1.57,4947.44,7716.15,2539.07,2768.71
363,2025-09-13,6,4,4264.5,2.41,1.56,8313.1,10277.44,3624.82,1964.34
364,2025-09-13,21,1,510.5,4.52,3.13,2026.84,2307.46,709.59,280.62
365,2025-09-13,10,2,2085.1,4.17,2.73,4107.38,8694.87,3002.54,4587.49
366,2025-09-13,12,5,4014.4,1.25,0.72,1575.13,5018.0,2127.63,3442.87
367,2025-09-13,19,6,1340.1,0.48,0.2,301.82,643.25,375.23,341.43
368,2025-09-13,8,3,2253.1,3.47,2.45,3819.35,7818.26,2298.16,3998.91
369,2025-09-14,24,1,4028.1,4.67,3.04,18825.23,18811.23,6565.8,-14.0
370,2025-09-14,19,3,4646.0,3.47,2.46,14617.74,16121.62,4692.46,1503.88
371,2025-09-14,11,2,3805.2,4.09,2.7,6702.58,15563.27,5289.23,8860.69
372,2025-09-15,3,2,5214.2,3.86,2.7,13242.8,20126.81,6048.47,6884.01
373,2025-09-15,16,1,2890.8,4.8,3.17,4193.09,13875.84,4712.0,9682.75
374,2025-09-15,3,1,3349.0,4.59,3.11,7660.1,15371.91,4956.52,7711.81
375,2025-09-15,15,4,2587.9,2.22,1.63,5749.68,5745.14,1526.86,-4.54
376,2025-09-15,16,6,888.6,0.46,0.21,229.56,408.76,222.15,179.2
377,2025-09-16,20,6,2150.5,0.46,0.2,874.25,989.23,559.13,114.98
378,2025-09-16,19,1,5458.4,4.59,3.1,16485.8,25054.06,8133.02,8568.26
379,2025-09-16,18,3,1211.0,3.6,2.51,4356.97,4359.6,1319.99,2.63
380,2025-09-16,14,4,5026.3,2.37,1.62,6500.83,11912.33,3769.73,5411.5
381,2025-09-16,15,3,1443.7,3.81,2.5,5435.01,5500.5,1891.25,65.49
382,2025-09-17,16,1,4283.5,4.5,3.11,3858.87,19275.75,5954.06,15416.88
383,2025-09-17,10,2,4639.1,4.07,2.75,9324.65,18881.14,6123.61,9556.49
384,2025-09-17,4,6,3941.0,0.46,0.2,1392.08,1812.86,1024.66,420.78
385,2025-09-18,2,4,2289.2,2.37,1.59,3691.64,5425.4,1785.58,1733.76
386,2025-09-18,23,5,2962.4,1.22,0.69,2710.87,3614.13,1570.07,903.26
387,2025-09-18,2,3,4103.5,3.81,2.5,8772.62,15634.34,5375.58,6861.72
388,2025-09-18,12,5,6548.8,1.22,0.72,2969.67,7989.54,3274.4,5019.87
389,2025-09-18,3,5,4486.8,1.17,0.7,2836.89,5249.56,2108.8,2412.67
390,2025-09-19,11,2,1707.3,3.94,2.69,5016.6,6726.76,2134.12,1710.16
391,2025-09-19,5,2,3754.0,3.95,2.66,10721.6,14828.3,4842.66,4106.7
392,2025-09-19,10,4,1935.6,2.4,1.57,3100.64,4645.44,1606.55,1544.8
393,2025-09-19,23,6,2033.9,0.45,0.2,368.27,915.26,508.48,546.99
394,2025-09-19,1,1,5110.0,4.49,3.08,20546.67,22943.9,7205.1,2397.23
395,2025-09-19,25,1,1941.3,4.74,3.18,9206.17,9201.76,3028.43,-4.41
396,2025-09-19,2,1,2644.7,4.82,3.02,8691.4,12747.45,4760.46,4056.05
397,2025-09-20,6,2,3872.3,4.22,2.62,10569.93,16341.11,6195.68,5771.18
398,2025-09-20,24,3,3343.2,3.77,2.43,8891.67,12603.86,4479.89,3712.19
399,2025-09-20,10,3,1357.9,3.75,2.52,2422.69,5092.12,1670.22,2669.43
400,2025-09-20,23,6,2512.3,0.45,0.19,691.82,1130.54,653.2,438.72
401,2025-09-20,20,2,4104.4,3.92,2.72,12718.35,16089.25,4925.28,3370.9
402,2025-09-20,25,3,5447.5,3.64,2.45,16557.33,19828.9,6482.52,3271.57
403,2025-09-20,25,5,2933.6,1.16,0.68,3388.83,3402.98,1408.13,14.15
404,2025-09-20,17,6,4914.8,0.47,0.2,1311.1,2309.96,1327.0,998.86
405,2025-09-21,6,6,4369.1,0.43,0.2,1506.65,1878.71,1004.89,372.06
406,2025-09-21,17,3,3171.2,3.53,2.46,8087.89,11194.34,3393.18,3106.45
407,2025-09-21,16,1,4700.5,4.64,3.13,15015.6,21810.32,7097.75,6794.72
408,2025-09-21,1,4,2286.0,2.25,1.59,4591.55,5143.5,1508.76,551.95
409,2025-09-21,1,6,3589.8,0.44,0.2,1441.31,1579.51,861.55,138.2
410,2025-09-21,14,6,4835.8,0.44,0.2,1581.26,2127.75,1160.59,546.49
411,2025-09-22,18,4,4942.3,2.43,1.6,11879.24,12009.79,4102.11,130.55
412,2025-09-22,2,5,5189.7,1.24,0.71,5965.87,6435.23,2750.54,469.36
413,2025-09-22,2,2,6335.7,4.02,2.75,20785.08,25469.51,8046.34,4684.43
414,2025-09-22,19,1,2429.8,4.71,3.1,9440.8,11444.36,3911.98,2003.56
415,2025-09-22,21,4,2918.9,2.33,1.62,6811.76,6801.04,2072.42,-10.72
416,2025-09-23,13,6,1399.1,0.47,0.2,579.52,657.58,377.76,78.06
417,2025-09-23,12,4,1854.0,2.3,1.6,2138.99,4264.2,1297.8,2125.21
418,2025-09-23,19,4,4634.8,2.26,1.62,6885.12,10474.65,2966.27,3589.53
419,2025-09-23,9,2,1281.0,3.88,2.7,1603.0,4970.28,1511.58,3367.28
420,2025-09-23,18,6,4020.2,0.45,0.21,1424.4,1809.09,964.85,384.69
421,2025-09-23,20,6,200.0,0.48,0.2,95.31,96.0,56.0,0.69
422,2025-09-23,14,5,4610.6,1.26,0.68,4171.42,5809.36,2674.15,1637.94
423,2025-09-23,9,4,2233.0,2.27,1.6,2382.92,5068.91,1496.11,2685.99
424,2025-09-24,1,4,3656.6,2.33,1.56,5924.55,8519.88,2815.58,2595.33
425,2025-09-24,9,6,2461.8,0.47,0.2,748.58,1157.05,664.69,408.47
426,2025-09-24,19,4,3455.0,2.37,1.59,5475.0,8188.35,2694.9,2713.35
427,2025-09-24,8,1,3199.7,4.65,3.07,9880.64,14878.6,5055.53,4997.96
428,2025-09-24,22,1,628.7,4.74,3.18,1219.69,2980.04,980.77,1760.35
429,2025-09-25,15,2,3872.1,3.9,2.78,11503.93,15101.19,4336.75,3597.26
430,2025-09-25,4,1,4721.9,4.72,3.14,21041.72,22287.37,7460.6,1245.65
431,2025-09-25,6,5,1085.0,1.2,0.68,921.89,1302.0,564.2,380.11
432,2025-09-25,1,5,3055.5,1.27,0.68,3060.8,3880.48,1802.74,819.68
433,2025-09-26,24,4,850.2,2.42,1.62,2008.19,2057.48,680.16,49.29
434,2025-09-26,3,4,4596.1,2.35,1.63,4887.55,10800.84,3309.19,5913.29
435,2025-09-26,6,1,2698.2,4.68,3.14,6605.42,12627.58,4155.23,6022.16
436,2025-09-26,13,3,2251.7,3.78,2.47,8520.81,8511.43,2949.73,-9.38
437,2025-09-26,16,5,2292.2,1.18,0.69,1265.65,2704.8,1123.18,1439.15
438,2025-09-27,13,5,3884.6,1.22,0.72,3987.81,4739.21,1942.3,751.4
439,2025-09-27,23,4,6966.6,2.29,1.58,7243.81,15953.51,4946.29,8709.7
440,2025-09-28,1,3,200.0,3.55,2.49,530.76,710.0,212.0,179.24
441,2025-09-29,13,5,3562.3,1.18,0.7,3889.96,4203.51,1709.9,313.55
442,2025-09-29,6,5,2968.7,1.19,0.68,2781.79,3532.75,1514.04,750.96
443,2025-09-30,9,2,516.5,3.91,2.74,939.01,2019.52,604.3,1080.51
444,2025-09-30,17,4,4628.1,2.22,1.6,5212.09,10274.38,2869.42,5062.29
445,2025-09-30,14,3,1975.1,3.65,2.48,4221.87,7209.12,2310.87,2987.25
446,2025-09-30,10,1,3014.5,4.85,3.03,8347.56,14620.32,5486.39,6272.76
447,2025-09-30,1,5,3426.0,1.22,0.69,3150.57,4179.72,1815.78,1029.15
448,2025-10-01,4,4,5416.0,2.28,1.58,8169.25,12348.48,3791.2,4179.23
449,2025-10-01,25,6,3453.3,0.45,0.2,1551.62,1553.98,863.32,2.36
450,2025-10-02,2,1,2354.0,4.55,3.05,6857.6,10710.7,3531.0,3853.1
451,2025-10-02,6,3,1630.4,3.51,2.55,2802.71,5722.7,1565.18,2919.99
452,2025-10-02,22,3,2642.6,3.52,2.46,8140.44,9301.95,2801.16,1161.51
453,2025-10-02,12,6,4790.9,0.44,0.2,424.18,2108.0,1149.82,1683.82
454,2025-10-03,10,1,5079.6,4.58,3.05,15430.39,23264.57,7771.79,7834.18
455,2025-10-03,17,1,3827.9,4.7,3.08,13577.07,17991.13,6201.2,4414.06
456,2025-10-04,3,2,3275.9,3.86,2.7,5222.68,12644.97,3800.04,7422.29
457,2025-10-04,20,4,3829.6,2.44,1.63,7042.01,9344.22,3101.98,2302.21
458,2025-10-04,13,1,5506.1,4.65,3.14,21772.89,25603.37,8314.21,3830.48
459,2025-10-05,16,6,807.3,0.44,0.2,230.06,355.21,193.75,125.15
460,2025-10-05,4,4,4808.5,2.27,1.62,9054.33,10915.3,3125.52,1860.97
461,2025-10-05,18,3,5147.5,3.59,2.55,15941.26,18479.52,5353.4,2538.26
462,2025-10-05,10,3,4253.4,3.8,2.56,5954.82,16162.92,5274.22,10208.1
463,2025-10-05,12,1,3647.6,4.53,3.05,4922.87,16523.63,5398.45,11600.76
464,2025-10-05,1,3,4021.6,3.8,2.47,13851.7,15282.08,5348.73,1430.38
465,2025-10-06,12,2,3004.0,4.16,2.63,2498.97,12496.64,4596.12,9997.67
466,2025-10-06,8,5,3224.0,1.19,0.69,2441.25,3836.56,1612.0,1395.31
467,2025-10-06,25,6,5946.0,0.46,0.2,2760.76,2735.16,1545.96,-25.6
468,2025-10-06,23,6,2027.0,0.46,0.2,526.25,932.42,527.02,406.17
469,2025-10-06,10,5,2413.3,1.15,0.68,869.88,2775.3,1134.25,1905.42
470,2025-10-06,9,5,2955.9,1.26,0.71,1495.61,3724.43,1625.74,2228.82
471,2025-10-06,15,4,5679.6,2.34,1.61,9224.5,13290.26,4146.11,4065.76
472,2025-10-06,23,6,1606.0,0.45,0.2,488.66,722.7,401.5,234.04
473,2025-10-07,13,5,2421.2,1.21,0.68,2350.94,2929.65,1283.24,578.71
474,2025-10-07,22,2,4380.2,4.11,2.72,10487.14,18002.62,6088.48,7515.48
475,2025-10-07,11,4,6225.4,2.22,1.61,9543.4,13820.39,3797.49,4276.99
476,2025-10-08,10,5,5145.9,1.18,0.72,5774.71,6072.16,2367.11,297.45
477,2025-10-08,8,1,3520.7,4.85,3.14,6870.74,17075.39,6020.4,10204.65
478,2025-10-08,24,3,645.0,3.8,2.46,1942.96,2451.0,864.3,508.04
479,2025-10-08,3,3,1083.7,3.75,2.47,3245.46,4063.88,1387.14,818.42
480,2025-10-08,4,5,5181.5,1.27,0.69,6579.61,6580.5,3005.27,0.89
481,2025-10-08,15,2,1026.5,4.0,2.74,3979.15,4106.0,1293.39,126.85
482,2025-10-09,5,2,5652.9,4.1,2.72,23196.07,23176.89,7801.0,-19.18
483,2025-10-09,22,4,2765.1,2.34,1.64,5035.23,6470.33,1935.57,1435.1
484,2025-10-10,11,1,4984.5,4.69,3.12,18802.02,23377.3,7825.67,4575.28
485,2025-10-10,22,6,2407.0,0.47,0.2,773.31,1131.29,649.89,357.98
486,2025-10-10,12,3,3508.8,3.69,2.49,7058.96,12947.47,4210.56,5888.51
487,2025-10-11,16,6,2409.6,0.45,0.2,386.81,1084.32,602.4,697.51
488,2025-10-11,19,6,3214.2,0.44,0.19,1146.33,1414.25,803.55,267.92
489,2025-10-11,14,4,4653.5,2.23,1.61,6554.65,10377.3,2885.17,3822.65
490,2025-10-11,4,3,4859.2,3.72,2.48,18100.12,18076.22,6025.41,-23.9
491,2025-10-11,17,3,3529.1,3.81,2.43,7965.09,13445.87,4870.16,5480.78
492,2025-10-12,14,5,2842.9,1.16,0.7,1245.89,3297.76,1307.73,2051.87
493,2025-10-12,8,6,3403.5,0.46,0.21,589.26,1565.61,850.88,976.35
494,2025-10-12,18,3,5118.6,3.53,2.43,17000.1,18068.66,5630.46,1068.56
495,2025-10-12,4,5,2251.9,1.23,0.69,2288.66,2769.84,1216.03,481.18
496,2025-10-12,21,3,5520.0,3.61,2.49,19932.43,19927.2,6182.4,-5.23
497,2025-10-12,11,1,1835.1,4.53,3.06,5693.72,8313.0,2697.6,2619.28
498,2025-10-13,20,3,3593.1,3.76,2.49,11634.57,13510.06,4563.24,1875.49
499,2025-10-13,5,3,4564.6,3.72,2.56,15286.02,16980.31,5294.94,1694.29
500,2025-10-13,5,1,2620.7,4.85,3.16,11868.89,12710.39,4428.98,841.5
501,2025-10-13,6,1,5704.2,4.65,3.14,11354.91,26524.53,8613.34,15169.62
502,2025-10-13,11,5,4146.3,1.2,0.69,4216.6,4975.56,2114.61,758.96
503,2025-10-13,7,2,4362.9,4.0,2.63,16507.7,17451.6,5977.17,943.9
504,2025-10-13,18,5,4894.3,1.21,0.72,5695.83,5922.1,2398.21,226.27
505,2025-10-13,12,5,5814.3,1.27,0.7,1660.8,7384.16,3314.15,5723.36
506,2025-10-13,12,6,2964.6,0.45,0.2,316.5,1334.07,741.15,1017.57
507,2025-10-14,7,5,4686.5,1.22,0.68,4856.35,5717.53,2530.71,861.18
508,2025-10-14,12,5,6812.1,1.18,0.7,2422.75,8038.28,3269.81,5615.53
509,2025-10-14,8,4,3406.1,2.27,1.59,4158.12,7731.85,2316.15,3573.73
510,2025-10-15,10,6,3459.8,0.45,0.2,1057.93,1556.91,864.95,498.98
511,2025-10-15,7,5,3857.8,1.27,0.68,4903.42,4899.41,2276.1,-4.01
512,2025-10-15,5,4,4090.6,2.42,1.62,7719.25,9899.25,3272.48,2180.0
513,2025-10-15,10,6,3599.1,0.47,0.2,1468.3,1691.58,971.76,223.28
514,2025-10-15,24,5,2011.0,1.26,0.71,2109.11,2533.86,1106.05,424.75
515,2025-10-15,7,4,6381.3,2.33,1.62,12558.11,14868.43,4530.72,2310.32
516,2025-10-15,6,5,2737.6,1.16,0.69,1738.64,3175.62,1286.67,1436.98
517,2025-10-15,11,2,6418.5,3.86,2.65,12896.29,24775.41,7766.38,11879.12
518,2025-10-16,17,6,3378.4,0.45,0.2,995.76,1520.28,844.6,524.52
519,2025-10-16,3,3,2994.3,3.8,2.51,7058.32,11378.34,3862.65,4320.02
520,2025-10-16,13,1,1919.8,4.71,3.17,8434.92,9042.26,2956.49,607.34
521,2025-10-16,4,6,3306.7,0.47,0.2,1548.61,1554.15,892.81,5.54
522,2025-10-16,22,5,4233.2,1.19,0.71,3931.35,5037.51,2031.94,1106.16
523,2025-10-16,10,4,3270.9,2.24,1.58,5011.31,7326.82,2158.79,2315.51
524,2025-10-16,23,2,3550.4,4.07,2.62,10721.49,14450.13,5148.08,3728.64
525,2025-10-16,9,2,1643.5,3.9,2.72,3582.3,6409.65,1939.33,2827.35
526,2025-10-17,6,1,4513.3,4.7,3.02,13509.09,21212.51,7582.34,7703.42
527,2025-10-17,18,2,4474.4,4.06,2.7,12304.99,18166.06,6085.18,5861.07
528,2025-10-17,2,1,2879.9,4.44,3.17,8125.23,12786.76,3657.47,4661.53
529,2025-10-17,1,2,5868.6,3.87,2.77,19310.4,22711.48,6455.46,3401.08
530,2025-10-17,12,3,4754.3,3.69,2.47,8869.45,17543.37,5800.25,8673.92
531,2025-10-17,9,4,2723.0,2.28,1.59,1241.85,6208.44,1878.87,4966.59
532,2025-10-17,5,5,7179.3,1.16,0.69,8315.85,8327.99,3374.27,12.14
533,2025-10-17,22,2,5373.1,4.06,2.7,14133.66,21814.79,7307.42,7681.13
534,2025-10-18,9,4,1660.8,2.32,1.62,2028.77,3853.06,1162.56,1824.29
535,2025-10-18,23,6,3242.1,0.47,0.2,1275.05,1523.79,875.37,248.74
536,2025-10-18,5,5,4489.8,1.22,0.69,5483.51,5477.56,2379.59,-5.95
537,2025-10-18,4,4,256.0,2.36,1.64,603.37,604.16,184.32,0.79
538,2025-10-18,20,2,2359.7,4.04,2.7,9082.71,9533.19,3162.0,450.48
539,2025-10-18,14,3,3568.7,3.7,2.44,10422.67,13204.19,4496.56,2781.52
540,2025-10-19,7,6,2461.7,0.46,0.2,972.82,1132.38,640.04,159.56
541,2025-10-19,9,2,3018.9,4.11,2.73,6023.2,12407.68,4166.08,6384.48
542,2025-10-19,6,2,3554.3,4.17,2.65,8179.32,14821.43,5402.54,6642.11
543,2025-10-20,21,1,3105.2,4.83,3.15,14996.39,14998.12,5216.74,1.73
544,2025-10-20,6,2,5145.6,3.85,2.77,10520.78,19810.56,5557.25,9289.78
545,2025-10-20,10,1,3619.5,4.85,3.06,13411.91,17554.57,6478.9,4142.66
546,2025-10-21,10,3,3418.9,3.78,2.5,8361.23,12923.44,4376.19,4562.21
547,2025-10-21,23,2,3604.8,4.09,2.63,11134.91,14743.63,5263.01,3608.72
548,2025-10-21,15,2,4347.9,4.06,2.69,17199.95,17652.47,5956.62,452.52
549,2025-10-21,2,1,5165.7,4.81,3.12,14898.54,24847.02,8730.03,9948.48
550,2025-10-21,17,1,4360.6,4.81,3.06,10025.99,20974.49,7631.05,10948.5
551,2025-10-21,8,6,3172.0,0.47,0.19,457.53,1490.84,888.16,1033.31
552,2025-10-22,11,5,2041.3,1.24,0.71,1801.64,2531.21,1081.89,729.57
553,2025-10-22,10,1,3231.3,4.78,3.12,9227.09,15445.61,5363.96,6218.52
554,2025-10-22,17,5,3237.9,1.18,0.69,1216.89,3820.72,1586.57,2603.83
555,2025-10-22,21,4,3346.6,2.32,1.57,7342.52,7764.11,2509.95,421.59
556,2025-10-23,21,5,860.0,1.25,0.7,1078.95,1075.0,473.0,-3.95
557,2025-10-23,6,4,4659.3,2.36,1.63,8683.05,10995.95,3401.29,2312.9
558,2025-10-23,12,5,3523.0,1.22,0.68,1121.24,4298.06,1902.42,3176.82
559,2025-10-24,2,6,2769.4,0.46,0.2,773.02,1273.92,720.04,500.9
560,2025-10-24,1,5,4044.2,1.19,0.69,3819.88,4812.6,2022.1,992.72
561,2025-10-24,23,6,3943.4,0.47,0.2,1648.84,1853.4,1064.72,204.56
562,2025-10-24,11,2,2975.2,4.23,2.67,6856.14,12585.1,4641.31,5728.96
563,2025-10-24,4,1,3069.2,4.43,3.15,9665.22,13596.56,3928.58,3931.34
564,2025-10-25,25,2,3937.0,4.05,2.65,15941.95,15944.85,5511.8,2.9
565,2025-10-25,21,2,4733.2,4.05,2.64,19171.56,19169.46,6673.81,-2.1
566,2025-10-25,9,3,2933.9,3.81,2.51,5234.67,11178.16,3814.07,5943.49
567,2025-10-25,24,3,5951.9,3.8,2.54,22622.11,22617.22,7499.39,-4.89
568,2025-10-25,20,6,4071.6,0.46,0.2,1892.08,1872.94,1058.62,-19.14
569,2025-10-25,12,6,2426.6,0.47,0.2,454.15,1140.5,655.18,686.35
570,2025-10-26,17,2,3362.5,3.96,2.71,7817.65,13315.5,4203.12,5497.85
571,2025-10-26,25,4,2058.4,2.22,1.57,4563.35,4569.65,1337.96,6.3
572,2025-10-26,11,1,3847.1,4.8,3.15,12991.08,18466.08,6347.71,5475.0
573,2025-10-27,3,4,3388.9,2.34,1.57,6771.77,7930.03,2609.45,1158.26
574,2025-10-27,11,1,2412.6,4.7,3.05,8478.87,11339.22,3980.79,2860.35
575,2025-10-27,15,6,4928.2,0.46,0.2,1928.38,2266.97,1281.33,338.59
576,2025-10-27,3,5,848.6,1.2,0.71,749.81,1018.32,415.81,268.51
577,2025-10-27,8,1,4141.2,4.71,3.12,5668.27,19505.05,6584.51,13836.78
578,2025-10-28,6,3,843.4,3.73,2.55,1747.48,3145.88,995.21,1398.4
579,2025-10-28,2,1,2051.9,4.54,3.07,5555.28,9315.63,3016.29,3760.35
580,2025-10-28,24,2,3058.8,3.88,2.71,8925.91,11868.14,3578.8,2942.23
581,2025-10-28,2,3,3758.4,3.68,2.57,6987.98,13830.91,4171.82,6842.93
582,2025-10-28,1,3,1949.2,3.59,2.45,5276.25,6997.63,2222.09,1721.38
583,2025-10-28,7,5,3973.0,1.19,0.68,4682.33,4727.87,2026.23,45.54
584,2025-10-28,17,3,3804.1,3.74,2.5,4886.37,14227.33,4717.08,9340.96
585,2025-10-28,5,2,4144.8,4.05,2.66,16788.19,16786.44,5761.27,-1.75
586,2025-10-28,25,1,4042.9,4.61,3.07,15212.19,18637.77,6226.07,3425.58
587,2025-10-29,8,4,3494.8,2.36,1.62,6187.27,8247.73,2586.15,2060.46
588,2025-10-29,15,5,4059.1,1.25,0.7,2810.94,5073.88,2232.5,2262.94
589,2025-10-30,15,4,2064.7,2.27,1.58,3395.5,4686.87,1424.64,1291.37
590,2025-10-30,20,2,4066.6,4.02,2.75,16342.37,16347.73,5164.58,5.36
591,2025-10-31,17,3,4443.8,3.67,2.54,4251.01,16308.75,5021.49,12057.74
592,2025-10-31,7,3,7207.9,3.78,2.49,22654.88,27245.86,9298.19,4590.98
593,2025-10-31,10,2,3506.6,4.16,2.71,7838.8,14587.46,5084.57,6748.66
594,2025-10-31,24,6,1786.6,0.47,0.2,821.17,839.7,482.38,18.53
595,2025-10-31,6,4,5777.2,2.26,1.62,10420.97,13056.47,3697.41,2635.5
596,2025-10-31,5,2,2222.0,4.15,2.74,8646.52,9221.3,3133.02,574.78
597,2025-10-31,5,5,3648.3,1.23,0.71,4077.33,4487.41,1897.12,410.08
598,2025-10-31,5,3,2261.9,3.48,2.43,6539.24,7871.41,2375.0,1332.17
599,2025-11-01,5,3,4150.5,3.58,2.44,14855.21,14858.79,4731.57,3.58
600,2025-11-02,23,3,2345.1,3.74,2.45,6008.61,8770.67,3025.18,2762.06
601,2025-11-02,17,5,3491.2,1.17,0.7,1715.06,4084.7,1640.86,2369.64
602,2025-11-03,20,3,6317.5,3.65,2.5,20608.2,23058.88,7265.12,2450.68
603,2025-11-03,25,4,2402.2,2.25,1.57,4384.2,5404.95,1633.5,1020.75
604,2025-11-04,14,1,3195.6,4.48,3.01,8701.98,14316.29,4697.53,5614.31
605,2025-11-04,12,6,200.0,0.46,0.2,30.83,92.0,52.0,61.17
606,2025-11-04,24,5,2960.1,1.17,0.7,3037.11,3463.32,1391.25,426.21
607,2025-11-04,22,4,2115.5,2.28,1.6,3075.18,4823.34,1438.54,1748.16
608,2025-11-05,19,3,4119.2,3.59,2.57,9740.28,14787.93,4201.58,5047.65
609,2025-11-05,15,1,200.0,4.57,3.01,611.57,914.0,312.0,302.43
610,2025-11-05,3,4,4493.7,2.41,1.6,9217.86,10829.82,3639.9,1611.96
611,2025-11-06,6,1,200.0,4.69,3.1,912.1,938.0,318.0,25.9
612,2025-11-06,13,6,3775.4,0.46,0.2,1366.84,1736.68,981.6,369.84
613,2025-11-06,12,5,2420.4,1.22,0.71,1133.59,2952.89,1234.4,1819.3
614,2025-11-06,18,6,3443.4,0.46,0.2,1574.52,1583.96,895.28,9.44
